brokertitle,type,beds,bath,propertysqft,administrative_area_level_2,latitude,longitude,price,status,borough,bed_bath_ratio
Brokered by Keller Williams NYC,Co-op for sale,2,1,2184.207862,New York,40.8099353,-73.9377818,269000,Pending,Manhattan,2.0
other,Condo for sale,2,2,1300.0,New York,40.7874921,-73.7858086,749000,Pending,Queens,1.0
other,House for sale,4,3,2184.207862,United States,40.682563,-73.799077,998888,Pending,Queens,1.3333333333333333
other,Co-op for sale,2,2,2184.207862,New York,40.7824499,-73.7765099,479500,Pending,Queens,1.0
other,Co-op for sale,4,2,2627.0,United States,40.8872408,-73.9082189,1595000,Pending,Bronx,2.0
other,Co-op for sale,2,1,950.0,United States,40.6778447,-73.7335012,295000,Pending,Queens,2.0
Brokered by COMPASS,Co-op for sale,3,2,2184.207862,New York County,40.7731502,-73.9462859,1695000,Pending,Manhattan,1.5
other,Condo for sale,4,4,2811.0,New York,40.7127825,-74.0090376,7500000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,675.0,New York,40.6136942,-73.920504,235000,Pending,Brooklyn,1.0
other,House for sale,5,2,2200.0,United States,40.5592121,-74.1263587,929000,Pending,Staten Island,2.5
Brokered by COMPASS,Co-op for sale,3,3,2184.207862,New York,40.7540391,-73.9651308,750000,Pending,Manhattan,1.0
other,Multi-family home for sale,3,4,1171.0,United States,40.8809803,-73.9074446,795000,Pending,Bronx,0.75
other,Multi-family home for sale,4,2,2184.207862,United States,40.7194145,-73.8918553,1325000,Pending,Queens,2.0
Brokered by COMPASS,Co-op for sale,3,1,2184.207862,New York,40.7460725,-73.9865041,499000,Pending,Manhattan,3.0
other,Co-op for sale,1,1,2184.207862,New York,40.7607762,-73.8197115,299000,Pending,Queens,1.0
Brokered by Corcoran Park Slope,Co-op for sale,2,1,830.0,New York,40.5871568,-73.9709274,249000,Pending,Brooklyn,2.0
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1,1,2184.207862,New York,40.7187352,-73.9847294,365000,Pending,Manhattan,1.0
other,Multi-family home for sale,3,2,2484.0,United States,40.8467545,-73.8903153,1700000,Pending,Bronx,1.5
other,Co-op for sale,4,3,2184.207862,United States,40.7719037,-73.8044794,1425000,Pending,Queens,1.3333333333333333
other,Multi-family home for sale,12,6,5508.0,United States,40.755049,-73.9136386,1150000,Pending,Queens,2.0
other,Multi-family home for sale,4,4,2400.0,United States,40.5168606,-74.2375349,963000,Pending,Staten Island,1.0
other,Multi-family home for sale,3,2,48000.0,United States,40.8814635,-73.8671293,7200000,Pending,Bronx,1.5
other,Co-op for sale,1,1,825.0,New York,40.7402133,-73.8868828,339999,Pending,Queens,1.0
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.754032,-73.965157,465000,Pending,Manhattan,1.0
Brokered by COMPASS,Multi-family home for sale,20,20,12492.0,United States,40.7368035,-73.9864789,6995000,Pending,Manhattan,1.0
Brokered by Sowae Corp,House for sale,4,2,1701.0,United States,40.6781418,-73.9250576,520000,Pending,Brooklyn,2.0
other,Condo for sale,2,2,2184.207862,New York,40.714184,-73.945191,1750000,Pending,Brooklyn,1.0
other,House for sale,3,1,1360.0,United States,40.8642583,-73.8414813,590000,Pending,Bronx,3.0
Brokered by Douglas Elliman - 575 Madison Ave,Multi-family home for sale,4,4,3612.0,United States,40.6784683,-74.0011264,3195000,Pending,Brooklyn,1.0
other,Condo for sale,4,2,2184.207862,New York,40.7932921,-73.7951779,1088000,Pending,Queens,2.0
NoBroker,House for sale,3,1,1040.0,United States,40.6281869,-74.1606727,499900,Pending,Staten Island,3.0
other,House for sale,5,3,2076.0,United States,40.8965002,-73.8585406,575000,Pending,Bronx,1.6666666666666667
other,House for sale,4,2,1500.0,United States,40.8972473,-73.868898,599000,Pending,Bronx,2.0
other,Condo for sale,1,1,556.0,New York,40.6869771,-73.9126141,595000,Pending,Brooklyn,1.0
other,Co-op for sale,2,2,2184.207862,New York,40.7857788,-73.9693433,3100000,Pending,Manhattan,1.0
other,Co-op for sale,2,1,2184.207862,United States,40.7316971,-73.7409842,365000,Pending,Queens,2.0
other,House for sale,3,2,2184.207862,United States,40.6553249,-73.9284733,975000,Pending,Brooklyn,1.5
other,Condo for sale,5,6,3633.0,United States,40.7423282,-73.9911409,10900000,Pending,Manhattan,0.8333333333333334
Brokered by Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,2,2,2484.0,United States,40.7037221,-73.9870968,3460000,Pending,Brooklyn,1.0
other,Co-op for sale,3,1,2184.207862,New York,40.7376451,-73.8581248,160000,Pending,Queens,3.0
other,Multi-family home for sale,6,2,2184.207862,United States,40.8719262,-73.8423808,650000,Pending,Bronx,3.0
other,Condo for sale,1,2,1444.0,New York,40.7719269,-73.949189,1494000,Pending,Manhattan,0.5
other,House for sale,3,2,2800.0,United States,40.7903373,-73.8420291,2300000,Pending,Queens,1.5
other,Condo for sale,1,1,575.0,New York,40.7245332,-73.8696876,485000,Pending,Queens,1.0
other,Multi-family home for sale,8,4,2184.207862,United States,40.689822,-73.9156171,1899000,Pending,Brooklyn,2.0
other,House for sale,3,2,1332.0,United States,40.5939996,-74.1910619,629900,Pending,Staten Island,1.5
Brokered by RE MAX Edge,House for sale,3,2,1240.0,United States,40.6034711,-74.0124361,1175000,Pending,Brooklyn,1.5
Brokered by COMPASS,Townhouse for sale,5,4,4100.0,United States,40.7358634,-74.0022086,12995000,Pending,Manhattan,1.25
Brokered by COMPASS,Co-op for sale,3,2,1880.0,New York,40.7636632,-73.9655082,775000,Pending,Manhattan,1.5
other,House for sale,3,2,2410.0,United States,40.8965547,-73.8476725,725000,Pending,Bronx,1.5
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,5,6,4357.0,New York,40.778004,-73.962547,11250000,Pending,Manhattan,0.8333333333333334
other,Co-op for sale,1,1,2184.207862,New York,40.6733809,-73.9732475,565000,Pending,Brooklyn,1.0
Brokered by RE MAX Edge,House for sale,3,2,1890.0,United States,40.6130693,-74.0344829,1148000,Pending,Brooklyn,1.5
other,Multi-family home for sale,5,3,1738.0,United States,40.6898026,-73.836542,998000,Pending,Queens,1.6666666666666667
Brokered by COMPASS,Co-op for sale,2,1,2184.207862,New York,40.731826,-74.0091497,1099500,Pending,Manhattan,2.0
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,2,1,2184.207862,United States,40.7355671,-74.0044939,1450000,Pending,Manhattan,2.0
Brokered by Corcoran East Side,House for sale,5,2,6000.0,United States,40.7371772,-74.0024577,30000000,Pending,Manhattan,2.5
other,Co-op for sale,2,1,2184.207862,New York,40.6642386,-73.8477653,299000,Pending,Queens,2.0
other,Co-op for sale,2,2,2184.207862,New York,40.7385938,-73.9863188,1250000,Pending,Manhattan,1.0
other,Condo for sale,2,2,1035.0,New York,40.7642638,-73.9626394,1900000,Pending,Manhattan,1.0
Brokered by Corcoran East Side,House for sale,3,2,2184.207862,United States,40.6254509,-73.9395115,815599,Pending,Brooklyn,1.5
Brokered by Exp Realty,Condo for sale,3,2,1156.0,New York,40.6726721,-73.8496745,499000,Pending,Queens,1.5
other,House for sale,3,2,2184.207862,United States,40.6899365,-73.9294828,800000,Pending,Brooklyn,1.5
other,House for sale,3,2,1280.0,United States,40.6193771,-73.9717704,1150000,Pending,Brooklyn,1.5
other,House for sale,3,2,1150.0,United States,40.635324,-74.133679,529000,Pending,Staten Island,1.5
other,Co-op for sale,1,1,830.0,New York,40.8799897,-73.919862,289999,Pending,Bronx,1.0
other,Townhouse for sale,3,2,1500.0,United States,40.5819183,-74.155565,598500,Pending,Staten Island,1.5
other,House for sale,3,2,1232.0,United States,40.6022677,-73.9611815,998000,Pending,Brooklyn,1.5
Brokered by Corcoran East Side,Co-op for sale,2,2,2184.207862,New York,40.783637,-73.9719146,1195000,Pending,Manhattan,1.0
other,House for sale,3,2,1650.0,United States,40.8061399,-73.8579944,529000,Pending,Bronx,1.5
other,Co-op for sale,2,3,3000.0,New York,40.7660187,-73.9775473,8250000,Pending,Manhattan,0.6666666666666666
other,Co-op for sale,3,1,622.0,New York,40.8192151,-73.9544658,325000,Pending,Manhattan,3.0
other,Condo for sale,2,2,1860.0,New York,40.7879226,-73.7863723,1090000,Pending,Queens,1.0
other,Co-op for sale,2,2,2184.207862,New York,40.7555541,-73.8760424,388000,Pending,Queens,1.0
other,House for sale,3,2,1260.0,United States,40.7421583,-73.8191116,1078000,Pending,Queens,1.5
other,Condo for sale,1,1,1000.0,United States,40.6189484,-74.1071576,198000,Pending,Staten Island,1.0
other,Co-op for sale,3,2,1486.0,United States,40.6126021,-74.0930021,689900,Contingent,Staten Island,1.5
other,House for sale,3,2,2184.207862,United States,40.7398873,-73.8506134,849000,Pending,Queens,1.5
other,Co-op for sale,1,1,2184.207862,New York,40.7723985,-73.9482206,399000,Pending,Manhattan,1.0
other,Townhouse for sale,3,2,2184.207862,United States,40.6260506,-74.0258346,1200000,Pending,Brooklyn,1.5
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.7341122,-74.004816,1950000,Pending,Manhattan,1.0
other,Condo for sale,2,2,2184.207862,New York,40.7332174,-73.8448704,685000,Pending,Queens,1.0
other,Multi-family home for sale,6,4,3280.0,United States,40.6164146,-73.9938038,2288000,Pending,Brooklyn,1.5
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,4,3,1794.0,New York,40.7905714,-73.9753392,500000,Pending,Manhattan,1.3333333333333333
Brokered by Corcoran Park Slope,Co-op for sale,2,2,2184.207862,New York,40.6646996,-73.9831407,1795000,Pending,Brooklyn,1.0
other,House for sale,3,2,1090.0,United States,40.5952951,-74.1039687,850000,Pending,Staten Island,1.5
Brokered by COMPASS,Townhouse for sale,5,2,5660.0,United States,40.791801,-73.9665998,10000000,Pending,Manhattan,2.5
other,Multi-family home for sale,6,3,2184.207862,United States,40.6800424,-73.8830327,1100000,Pending,Brooklyn,2.0
other,Condo for sale,1,1,850.0,New York,40.5777691,-73.9719866,340000,Pending,Brooklyn,1.0
other,Condo for sale,2,2,1113.0,New York,40.6687898,-73.8494942,549000,Pending,Queens,1.0
other,House for sale,6,6,2184.207862,United States,40.660323,-73.8455929,2650000,Pending,Queens,1.0
other,Condo for sale,1,1,654.0,New York,40.5869857,-73.9434887,534900,Pending,Brooklyn,1.0
other,Multi-family home for sale,4,2,1700.0,United States,40.6681943,-73.8749046,725000,Pending,Brooklyn,2.0
other,Multi-family home for sale,8,3,3375.0,United States,40.6148276,-73.9896373,1739888,Pending,Brooklyn,2.6666666666666665
Brokered by Sowae Corp,Multi-family home for sale,3,4,2184.207862,United States,40.6601546,-73.9163716,300000,Pending,Brooklyn,0.75
Brokered by E Realty International Corp,Multi-family home for sale,5,3,2184.207862,United States,40.7404458,-73.9008992,1290000,Pending,Queens,1.6666666666666667
other,House for sale,4,2,1400.0,United States,40.7230171,-73.8231693,1900000,Pending,Queens,2.0
other,House for sale,3,2,1257.0,United States,40.6499215,-73.9453734,649000,Pending,Brooklyn,1.5
other,Condo for sale,2,2,2184.207862,New York,40.7622732,-73.9767193,1325000,Pending,Manhattan,1.0
other,Multi-family home for sale,11,6,5000.0,New York,40.7422281,-73.8832744,1800000,Pending,Queens,1.8333333333333333
other,Condo for sale,3,1,916.0,United States,40.7067114,-74.010457,800000,Pending,Manhattan,3.0
other,Condo for sale,1,1,2184.207862,Queens County,40.7441863,-73.9037635,699000,Pending,Queens,1.0
other,Condo for sale,1,1,800.0,New York,40.6189484,-74.1071576,240000,Pending,Staten Island,1.0
other,Multi-family home for sale,5,3,2424.0,United States,40.6062747,-73.9157858,1599000,Pending,Brooklyn,1.6666666666666667
other,Multi-family home for sale,6,3,2184.207862,United States,40.6398004,-73.8974592,679000,Pending,Brooklyn,2.0
other,Co-op for sale,3,1,2184.207862,New York,40.7324146,-73.9898491,525000,Pending,Manhattan,3.0
other,Co-op for sale,2,1,2184.207862,New York,40.8255972,-73.9529963,350000,Pending,Manhattan,2.0
other,Co-op for sale,3,4,3510.0,United States,40.641795,-74.090599,799900,Contingent,Staten Island,0.75
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,2,2,1780.0,New York,40.7592091,-73.9760875,5000000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,550.0,New York,40.6079619,-73.9549426,199999,Pending,Brooklyn,1.0
other,Co-op for sale,3,1,766.0,New York,40.815359,-73.9374734,410000,Pending,Manhattan,3.0
other,House for sale,3,2,1987.0,United States,40.6293682,-74.0870368,995000,Pending,Staten Island,1.5
other,Townhouse for sale,5,4,4675.0,United States,40.828721,-73.947403,3595000,Pending,Manhattan,1.25
Brokered by Corcoran Park Slope,Co-op for sale,1,1,2184.207862,New York,40.676549,-73.968922,635000,Pending,Brooklyn,1.0
other,Condo for sale,2,2,2184.207862,New York,40.6668174,-73.8499468,410000,Pending,Queens,1.0
other,Land for sale,3,2,2184.207862,United States,40.6171535,-74.0890497,150000,Pending,Staten Island,1.5
other,Co-op for sale,1,1,2184.207862,New York,40.7789146,-73.9619806,999000,Pending,Manhattan,1.0
other,House for sale,6,2,2200.0,United States,40.6141979,-73.9591151,1075000,Pending,Brooklyn,3.0
other,House for sale,3,2,2184.207862,United States,40.5853206,-73.8221893,599000,Pending,Queens,1.5
other,Co-op for sale,5,4,3600.0,United States,40.4995462,-74.2443078,1280000,Pending,Staten Island,1.25
Brokered by E Realty International Corp,Condo for sale,3,2,982.0,New York,40.6403284,-74.0028134,688000,Pending,Brooklyn,1.5
other,Co-op for sale,2,1,2184.207862,New York,40.748098,-73.9824791,875000,Pending,Manhattan,2.0
Brokered by Sowae Corp,Multi-family home for sale,5,2,2184.207862,United States,40.6837891,-73.8381042,346000,Pending,Queens,2.5
other,Land for sale,3,2,2184.207862,United States,40.8492324,-73.8914043,2000000,Pending,Bronx,1.5
other,Co-op for sale,2,1,2184.207862,New York,40.6449121,-74.0787385,325000,Pending,Staten Island,2.0
other,Land for sale,3,2,2184.207862,United States,40.8453241,-73.8684042,250000,Pending,Bronx,1.5
Brokered by COMPASS,Co-op for sale,3,1,2184.207862,New York,40.7345988,-74.007273,795000,Pending,Manhattan,3.0
other,House for sale,3,2,2886.0,United States,40.5792773,-74.1211285,1488000,Pending,Staten Island,1.5
other,Co-op for sale,2,1,2184.207862,New York,40.7810674,-73.954925,449000,Pending,Manhattan,2.0
other,Multi-family home for sale,4,2,2184.207862,United States,40.6762104,-73.8013544,699000,Pending,Queens,2.0
other,Condo for sale,2,2,1320.0,New York,40.5780382,-73.8366684,699000,Pending,Queens,1.0
other,Condo for sale,3,2,1360.0,New York,40.6063017,-74.0157592,629000,Pending,Brooklyn,1.5
other,Co-op for sale,1,1,2184.207862,United States,40.7547282,-73.8859706,335000,Pending,Queens,1.0
other,House for sale,4,2,2184.207862,United States,40.7108416,-73.7572751,845000,Pending,Queens,2.0
other,House for sale,5,4,5000.0,United States,40.590624,-73.9581347,2888888,Pending,Brooklyn,1.25
other,Co-op for sale,2,1,1100.0,New York,40.595967,-73.9504018,450000,Pending,Brooklyn,2.0
Brokered by Serhant,Condo for sale,4,4,2938.0,United States,40.714922,-74.0070262,12500000,Pending,Manhattan,1.0
other,Condo for sale,1,1,500.0,New York,40.725653,-73.8596142,468000,Pending,Queens,1.0
other,Townhouse for sale,3,2,1150.0,United States,40.5032035,-74.2388518,549000,Pending,Staten Island,1.5
other,Co-op for sale,1,1,630.0,New York,40.8720291,-73.8695302,133000,Pending,Bronx,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.7336463,-73.8618276,355000,Pending,Queens,1.0
Brokered by COMPASS,Condo for sale,3,1,915.0,New York,40.6944083,-73.9595899,595000,Pending,Brooklyn,3.0
Brokered by Corcoran Park Slope,Condo for sale,1,2,941.0,New York,40.685976,-73.9349974,1080000,Pending,Brooklyn,0.5
Brokered by COMPASS,Condo for sale,2,2,1098.0,New York,40.702357,-73.9892037,1495000,Pending,Brooklyn,1.0
other,Co-op for sale,2,1,2184.207862,New York,40.7499534,-73.8912443,440000,Pending,Queens,2.0
Brokered by Corcoran East Side,Co-op for sale,5,2,2184.207862,New York,40.7762654,-73.9595399,12500000,Pending,Manhattan,2.5
Brokered by Keller Williams NYC,Condo for sale,2,2,1784.0,New York,40.762394,-73.9739039,2995000,Pending,Manhattan,1.0
other,Co-op for sale,4,1,1200.0,New York,40.6384907,-74.0740254,379000,Contingent,Staten Island,4.0
Brokered by Brown Harris Stevens,Co-op for sale,2,2,2184.207862,New York,40.7617289,-73.9502411,999000,Pending,Manhattan,1.0
Brokered by Winzone Realty Inc,Condo for sale,1,1,2184.207862,New York,40.7442352,-73.8797855,456000,Pending,Queens,1.0
other,Condo for sale,1,1,2184.207862,United States,40.7255887,-73.8589005,290000,Pending,Queens,1.0
other,Multi-family home for sale,7,2,2296.0,United States,40.8333931,-73.8727914,799000,Pending,Bronx,3.5
other,Multi-family home for sale,3,1,2726.0,United States,40.5837427,-74.0909372,1199000,Pending,Staten Island,3.0
other,Condo for sale,3,1,558.0,New York,40.7502793,-73.9795235,699900,Pending,Manhattan,3.0
other,Co-op for sale,1,1,900.0,New York,40.8301222,-73.9202611,279900,Pending,Bronx,1.0
other,Townhouse for sale,3,2,2184.207862,United States,40.722658,-73.877617,815000,Pending,Queens,1.5
other,House for sale,5,3,2184.207862,United States,40.7039425,-73.7459355,799000,Pending,Queens,1.6666666666666667
other,House for sale,5,2,2184.207862,United States,40.7886657,-73.8207928,1288000,Pending,Queens,2.5
other,Townhouse for sale,3,2,1500.0,United States,40.7367847,-73.8477757,1238000,Pending,Queens,1.5
Brokered by RE MAX Real Estate Professionals,Condo for sale,1,1,804.0,New York,40.6053887,-73.9787595,565000,Pending,Brooklyn,1.0
other,Co-op for sale,3,2,1266.0,New York,40.7379227,-73.8470718,499000,Pending,Queens,1.5
other,House for sale,9,3,2184.207862,United States,40.8595463,-73.8956582,749999,Pending,Bronx,3.0
Brokered by Winzone Realty Inc,Co-op for sale,2,1,2184.207862,United States,40.7389649,-73.7774313,329000,Pending,Queens,2.0
other,Multi-family home for sale,12,6,2184.207862,11218,40.6389895,-73.968352,2499000,Pending,Brooklyn,2.0
other,Condo for sale,1,1,718.0,New York,40.6204781,-74.1109257,378888,Pending,Staten Island,1.0
Brokered by COMPASS,Co-op for sale,3,2,1300.0,New York,40.776763,-73.9625093,995000,Pending,Manhattan,1.5
other,House for sale,32,12,7188.0,United States,40.7912881,-73.9465215,4000000,Pending,Manhattan,2.6666666666666665
other,Co-op for sale,2,1,764.0,New York,40.7526861,-73.7166669,449000,Pending,Queens,2.0
other,Co-op for sale,4,3,2184.207862,New York,40.80699,-73.966129,1795000,Pending,Manhattan,1.3333333333333333
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,8,10,8360.0,New York,40.7780041,-73.9625466,26995000,Pending,Manhattan,0.8
other,Condo for sale,3,1,2184.207862,United States,40.6834585,-73.9504707,375000,Pending,Brooklyn,3.0
Brokered by Winzone Realty Inc,Co-op for sale,1,1,750.0,New York,40.7314663,-73.8527035,240000,Pending,Queens,1.0
other,House for sale,8,5,5110.0,United States,40.7911493,-73.9463028,6600000,Pending,Manhattan,1.6
other,Multi-family home for sale,4,3,2240.0,United States,40.7737146,-73.9000085,1288000,Pending,Queens,1.3333333333333333
other,House for sale,3,2,2184.207862,United States,40.7226341,-73.8165656,849999,Pending,Queens,1.5
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,2,2,1800.0,New York,40.7217139,-74.0103804,3395000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,800.0,New York,40.8697508,-73.905391,159000,Pending,Bronx,1.0
other,Co-op for sale,1,1,700.0,New York,40.5836263,-73.9518978,269000,Pending,Brooklyn,1.0
other,Co-op for sale,7,4,2268.0,United States,40.6927739,-73.951031,2499000,Contingent,Brooklyn,1.75
other,Co-op for sale,2,1,950.0,New York,40.8214206,-73.8759785,329999,Pending,Bronx,2.0
other,Co-op for sale,2,2,800.0,United States,40.6189484,-74.1071576,249900,Foreclosure,Staten Island,1.0
Brokered by Winzone Realty Inc,House for sale,4,2,2184.207862,United States,40.6917538,-73.7370978,729000,Pending,Queens,2.0
other,Co-op for sale,3,1,1000.0,New York,40.7756728,-73.827111,398000,Pending,Queens,3.0
other,Co-op for sale,2,2,2184.207862,New York,40.7839857,-73.9547397,1200000,Pending,Manhattan,1.0
other,Condo for sale,3,1,2184.207862,New York,40.6576494,-73.8782466,250000,Pending,Brooklyn,3.0
other,Multi-family home for sale,6,2,2184.207862,United States,40.721725,-73.8839773,1399000,Pending,Queens,3.0
other,Co-op for sale,1,1,2184.207862,United States,40.7577974,-73.7159601,225000,Pending,Queens,1.0
other,Co-op for sale,2,1,2184.207862,New York,40.7092156,-73.7912209,199000,Pending,Queens,2.0
other,House for sale,4,2,1800.0,United States,40.6714818,-73.7606794,479000,Pending,Queens,2.0
Brokered by COMPASS,Condo for sale,2,2,1117.0,New York,40.7169665,-73.94377,1695000,Pending,Brooklyn,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.7659255,-73.7453922,195000,Pending,Queens,1.0
other,Co-op for sale,3,2,1500.0,New York,40.7563916,-73.9071359,689000,Pending,Queens,1.5
other,Multi-family home for sale,3,2,2700.0,United States,40.5424657,-74.1746625,1195000,Pending,Staten Island,1.5
Brokered by COMPASS,Condo for sale,3,3,1449.0,New York,40.7833546,-73.9499982,2595000,Pending,Manhattan,1.0
Brokered by Sowae Corp,Multi-family home for sale,5,2,2184.207862,United States,40.6837891,-73.8381042,346000,Pending,Queens,2.5
Brokered by Sowae Corp,House for sale,4,2,2184.207862,United States,40.726173,-73.8202303,409000,Pending,Queens,2.0
Brokered by Keller Williams NYC,Co-op for sale,3,1,2184.207862,New York,40.7845842,-73.9713866,599000,Pending,Manhattan,3.0
Brokered by Serhant,Condo for sale,1,1,713.0,New York,40.7147947,-74.0064392,1195000,Pending,Manhattan,1.0
Brokered by EXP Realty,Co-op for sale,2,1,745.0,New York,40.7517899,-73.88467,335000,Pending,Queens,2.0
Brokered by Corcoran East Side,Townhouse for sale,6,8,2184.207862,United States,40.772929,-73.9635462,24800000,Pending,Manhattan,0.75
other,Co-op for sale,2,1,1050.0,New York,40.8724137,-73.8852231,280000,Pending,Bronx,2.0
Brokered by Keller Williams NYC,Co-op for sale,3,1,2184.207862,New York,40.7728867,-73.9575288,300000,Pending,Manhattan,3.0
other,Condo for sale,4,4,2400.0,United States,40.7934553,-73.8471618,880000,Pending,Queens,1.0
Brokered by Douglas Elliman  -111 Fifth Ave,Multi-family home for sale,8,4,3750.0,United States,40.6885485,-73.9192355,2100000,Pending,Brooklyn,2.0
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1,1,700.0,New York,40.7636004,-73.9583523,760000,Pending,Manhattan,1.0
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,2,2,2184.207862,New York,40.7687082,-73.9694439,2750000,Pending,Manhattan,1.0
other,Multi-family home for sale,6,3,3150.0,United States,40.8453955,-73.868163,749999,Pending,Bronx,2.0
other,Co-op for sale,3,2,1300.0,New York,40.8224429,-73.8109606,659000,Pending,Bronx,1.5
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,7,2,14175.0,United States,40.7672235,-73.9698561,55000000,Pending,Manhattan,3.5
other,House for sale,4,2,2184.207862,United States,40.6695117,-73.7942558,659000,Pending,Queens,2.0
other,Co-op for sale,2,1,2184.207862,New York,40.6482666,-73.9442024,259000,Pending,Brooklyn,2.0
other,Co-op for sale,2,1,750.0,New York,40.8224272,-73.8900397,135000,Pending,Bronx,2.0
other,Co-op for sale,2,1,800.0,New York,40.6033288,-74.0160805,370000,Pending,Brooklyn,2.0
other,Townhouse for sale,7,4,2184.207862,United States,40.6656785,-73.8916486,999000,Pending,Brooklyn,1.75
Brokered by Serhant,Co-op for sale,4,4,2184.207862,New York,40.7187102,-74.005987,5995000,Pending,Manhattan,1.0
other,Multi-family home for sale,6,2,2184.207862,United States,40.6245872,-73.9219517,799999,Pending,Brooklyn,3.0
Brokered by COMPASS,Condo for sale,1,1,692.0,New York,40.771604,-73.949419,845000,Pending,Manhattan,1.0
other,House for sale,4,4,3500.0,United States,40.5646314,-74.1243252,1248888,Pending,Staten Island,1.0
other,Co-op for sale,1,1,750.0,New York,40.7119297,-73.826361,205900,Pending,Queens,1.0
other,Multi-family home for sale,3,6,5148.0,United States,40.6137576,-73.9878002,1495000,Pending,Brooklyn,0.5
Brokered by COMPASS,Condo for sale,2,2,2184.207862,New York,40.778484,-73.9524912,1395000,Pending,Manhattan,1.0
other,Co-op for sale,3,1,2184.207862,New York,40.7511899,-73.90201,188000,Pending,Queens,3.0
Brokered by Brown Harris Stevens,Condo for sale,7,4,6300.0,New York,40.7193658,-74.0072206,17500000,Pending,Manhattan,1.75
other,House for sale,3,2,2184.207862,United States,40.701334,-73.772164,345000,Pending,Queens,1.5
other,Condo for sale,2,2,800.0,New York,40.8848915,-73.9110436,425000,Pending,Bronx,1.0
Brokered by COMPASS,Co-op for sale,1,1,2184.207862,New York,40.729293,-74.003447,850000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.671881,-73.961562,475000,Pending,Brooklyn,1.0
other,Co-op for sale,3,1,550.0,New York,40.7740666,-73.9522989,405000,Pending,Manhattan,3.0
other,House for sale,3,2,2184.207862,United States,40.7602045,-73.8739584,749000,Pending,Queens,1.5
other,Multi-family home for sale,4,2,2184.207862,United States,40.6764388,-73.8008604,797777,Pending,Queens,2.0
Brokered by E Realty International Corp,Condo for sale,2,2,868.0,New York,40.7696789,-73.772159,799000,Pending,Queens,1.0
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.7261696,-74.0013901,1425000,Pending,Manhattan,1.0
Brokered by Corcoran Brooklyn Heights,Co-op for sale,8,5,6312.0,United States,40.7185648,-73.9422548,5895000,Pending,Brooklyn,1.6
Brokered by Brown Harris Stevens,Co-op for sale,2,1,600.0,New York,40.8375103,-73.9407123,225000,Pending,Manhattan,2.0
other,Multi-family home for sale,6,3,2160.0,United States,40.5920325,-73.9491964,1388888,Pending,Brooklyn,2.0
other,Co-op for sale,2,1,2184.207862,New York,40.7267837,-73.8587799,278500,Pending,Queens,2.0
Brokered by COMPASS,Condo for sale,3,3,2100.0,United States,40.7590132,-73.9612618,3000000,Pending,Manhattan,1.0
other,House for sale,3,1,2184.207862,United States,40.7328877,-73.853874,1149000,Pending,Queens,3.0
other,Condo for sale,1,2,875.0,New York,40.767078,-73.9831196,1385000,Pending,Manhattan,0.5
Brokered by COMPASS,Townhouse for sale,5,2,5000.0,United States,40.819079,-73.944168,3000000,Pending,Manhattan,2.5
NoBroker,Co-op for sale,2,1,2184.207862,New York,40.7443407,-74.0016248,895000,Pending,Manhattan,2.0
other,Co-op for sale,3,2,1600.0,New York,40.724514,-73.8458441,888000,Pending,Queens,1.5
other,Co-op for sale,3,2,1137.0,New York,40.579062,-74.1076165,350000,Contingent,Staten Island,1.5
other,House for sale,3,4,3500.0,United States,40.5397292,-74.2155251,1165000,Pending,Staten Island,0.75
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,3,4,4275.0,United States,40.7829849,-73.9535589,8750000,Pending,Manhattan,0.75
Brokered by Brown Harris Stevens,Condo for sale,2,2,975.0,New York,40.7946402,-73.9434163,849500,Pending,Manhattan,1.0
other,Multi-family home for sale,7,2,2184.207862,United States,40.7375872,-73.7989142,1598000,Pending,Queens,3.5
Brokered by E Realty International Corp,Condo for sale,2,1,702.0,New York,40.7427705,-73.8727516,654250,Pending,Queens,2.0
Brokered by Exp Realty,Multi-family home for sale,3,2,2070.0,United States,40.8974036,-73.8427908,675999,Pending,Bronx,1.5
other,House for sale,2,1,2184.207862,United States,40.8214203,-73.8062717,687000,Pending,Bronx,2.0
